Nfur_Accession	Nfur_Description	Nfur_Symbol	Mmu_Symbol
XP_015824601.1	tuberoinfundibular peptide of 39 residues	pth2	Pth2
XP_015824602.1	CD209 antigen-like protein E isoform X2	LOC107391691	Cd207
XP_015824605.1	MAGUK p55 subfamily member 5-A-like	LOC107391702	Pals1
XP_015824606.1	protein Daple	ccdc88c	Ccdc88c
XP_015824607.1	apolipoprotein B-100-like	LOC107391704	Apob
XP_015824608.1	ras and Rab interactor 3-like	LOC107391705	Rin1
XP_015824610.1	ovarian cancer G-protein coupled receptor 1-like	LOC107391706	Gpr68
XP_015824611.1	lipid droplet-associated hydrolase	ldah	Ldah
XP_015824612.1	trafficking protein particle complex subunit 12	trappc12	Trappc12
XP_015824613.1	protein TSSC1	tssc1	Eipr1
XP_015824614.1	CD209 antigen-like protein A isoform X1	LOC107391707	Klrg2
XP_015824614.1	CD209 antigen-like protein A isoform X1	LOC107391707	Klre1
XP_015824614.1	CD209 antigen-like protein A isoform X1	LOC107391707	Klrb1c
XP_015824615.1	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	adi1	Adi1
XP_015824618.1	myelin transcription factor 1-like protein isoform X2	myt1l	Myt1l
XP_015824621.1	peroxidasin homolog	pxdn	Pxdn
XP_015824625.1	glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	qrsl1	Qrsl1
XP_015824626.1	reticulon-4-interacting protein 1, mitochondrial	rtn4ip1	Rtn4ip1
XP_015824628.1	kinesin-like protein KIF6	kif6	Kif9
XP_015824628.1	kinesin-like protein KIF6	kif6	Kif6
XP_015824630.1	potassium channel subfamily K member 16-like	LOC107391721	Kcnk16
XP_015824632.1	disheveled-associated activator of morphogenesis 2 isoform X1	daam2	Daam2
XP_015824633.1	disheveled-associated activator of morphogenesis 2 isoform X2	daam2	Daam2
XP_015824637.1	molybdenum cofactor biosynthesis protein 1 isoform X3	mocs1	Mocs1
XP_015824639.1	molybdenum cofactor biosynthesis protein 1 isoform X4	mocs1	Mocs1
XP_015824640.1	nucleolar protein 10 isoform X1	nol10	Nol10
XP_015824644.1	potassium voltage-gated channel subfamily F member 1	kcnf1	Kcnf1
XP_015824645.1	ornithine decarboxylase	odc1	Azin2
XP_015824645.1	ornithine decarboxylase	odc1	Odc1
XP_015824645.1	ornithine decarboxylase	odc1	Ldc1
XP_015824646.1	centrosome and spindle pole-associated protein 1-like isoform X1	LOC107391650	Cspp1
XP_015824647.1	pecanex-like protein 1 isoform X1	pcnx1	Pcnx
XP_015824650.1	thyroid receptor-interacting protein 11 isoform X2	trip11	Trip11
XP_015824651.1	ninein	nin	Nin
XP_015824654.1	mitogen-activated protein kinase kinase kinase 9 isoform X2	map3k9	Map3k9
XP_015824655.1	sodium/calcium exchanger 3 isoform X1	slc8a3	Slc8a3
XP_015824656.1	sodium/calcium exchanger 3 isoform X2	slc8a3	Slc8a3
XP_015824660.1	alpha-actinin-1 isoform X3	LOC107391737	Actn1
XP_015824661.1	alpha-actinin-1 isoform X4	LOC107391737	Actn1
XP_015824662.1	alpha-actinin-1 isoform X5	LOC107391737	Actn4
XP_015824669.1	mitogen-activated protein kinase kinase kinase kinase 5 isoform X7	map4k5	Map4k5
XP_015824670.1	mitogen-activated protein kinase kinase kinase kinase 5 isoform X8	map4k5	Map4k5
XP_015824671.1	phosphofurin acidic cluster sorting protein 2-like isoform X1	LOC107391740	Pacs2
XP_015824672.1	histone H3	LOC107391739	H3c6
XP_015824672.1	histone H3	LOC107391739	H3c4
XP_015824672.1	histone H3	LOC107391739	H3c1
XP_015824672.1	histone H3	LOC107391739	Cenpa
XP_015824672.1	histone H3	LOC107391739	H3c13
XP_015824672.1	histone H3	LOC107391739	H3c11
XP_015824672.1	histone H3	LOC107391739	H3c3
XP_015824672.1	histone H3	LOC107391739	H3c7
XP_015824672.1	histone H3	LOC107391739	H3c15
XP_015824672.1	histone H3	LOC107391739	H3c14
XP_015824672.1	histone H3	LOC107391739	H3c10
XP_015824672.1	histone H3	LOC107391739	H3c8
XP_015824672.1	histone H3	LOC107391739	H3c2
XP_015824672.1	histone H3	LOC107391739	H3f4
XP_015824674.1	phosphofurin acidic cluster sorting protein 2-like isoform X3	LOC107391740	Pacs2
XP_015824675.1	DDB1- and CUL4-associated factor 5	dcaf5	Dcaf5
XP_015824676.1	golgin subfamily A member 5	golga5	Golga5
XP_015824677.1	RNA polymerase-associated protein RTF1 homolog	rtf1	Rtf1
XP_015824680.1	atlastin-1	atl1	Atl1
XP_015824680.1	atlastin-1	atl1	Gbp7
XP_015824680.1	atlastin-1	atl1	Rnf112
XP_015824680.1	atlastin-1	atl1	Gbp4
XP_015824681.1	fibulin-5	fbln5	Fbln5
XP_015824682.1	L-2-hydroxyglutarate dehydrogenase, mitochondrial	l2hgdh	L2hgdh
XP_015824683.1	legumain	lgmn	Lgmn
XP_015824685.1	nucleolar and spindle-associated protein 1	nusap1	Nusap1
XP_015824687.1	protein salvador homolog 1 isoform X1	sav1	Sav1
XP_015824690.1	cyclin-dependent kinase-like 1	cdkl1	Cdkl1
XP_015824690.1	cyclin-dependent kinase-like 1	cdkl1	Cdkl4
XP_015824692.1	complex I intermediate-associated protein 30, mitochondrial	ndufaf1	Ndufaf1
XP_015824695.1	mediator of RNA polymerase II transcription subunit 6	med6	Med6
XP_015824697.1	tetratricopeptide repeat protein 9A	ttc9	Ttc9
XP_015824698.1	protein Mis18-beta	oip5	Oip5
XP_015824700.1	calcineurin B homologous protein 1	chp1	Chp1
XP_015824700.1	calcineurin B homologous protein 1	chp1	Chp2
XP_015824701.1	ATP synthase subunit s, mitochondrial	atp5s	Dmac2l
XP_015824702.1	protein cornichon homolog 1 isoform X1	cnih1	Cnih1
XP_015824703.1	protein cornichon homolog 1 isoform X2	cnih1	Cnih1
XP_015824704.1	glia maturation factor beta	gmfb	Gmfg
XP_015824704.1	glia maturation factor beta	gmfb	Gmfb
XP_015824706.1	synaptojanin-2-binding protein	synj2bp	Synj2bp
XP_015824706.1	synaptojanin-2-binding protein	synj2bp	Gm20498
XP_015824707.1	cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	LOC107391769	Cox16
XP_015824708.1	uncharacterized protein LOC107391774	LOC107391774	Hoxb4
XP_015824708.1	uncharacterized protein LOC107391774	LOC107391774	Obox8
XP_015824711.1	histone H2A-like	LOC107391776	H2al2b
XP_015824711.1	histone H2A-like	LOC107391776	H2ab3
XP_015824711.1	histone H2A-like	LOC107391776	H2ac1
XP_015824711.1	histone H2A-like	LOC107391776	H2al1j
XP_015824711.1	histone H2A-like	LOC107391776	H2al2c
XP_015824711.1	histone H2A-like	LOC107391776	H2al2a
XP_015824711.1	histone H2A-like	LOC107391776	H2ab2
XP_015824711.1	histone H2A-like	LOC107391776	H2al3
XP_015824711.1	histone H2A-like	LOC107391776	H2ab1
XP_015824716.1	centrosome and spindle pole-associated protein 1-like isoform X2	LOC107391650	Cspp1
XP_015824717.1	homeobox protein notochord-like	LOC107391787	Noto
XP_015824718.1	homeobox protein EMX1-like	LOC107391788	Emx1
XP_015824720.1	homeobox protein Nkx-2.8	nkx2-8	Nkx2-9
XP_015824724.1	transient receptor potential cation channel subfamily M member 4-like	LOC107391796	Trpm4
XP_015824728.1	splicing factor, arginine/serine-rich 19	scaf1	Scaf1
XP_015824729.1	multidrug resistance-associated protein 1-like	LOC107391801	Abcc1
XP_015824731.1	U1 small nuclear ribonucleoprotein 70 kDa	snrnp70	Snrnp70
XP_015824733.1	protein lin-7 homolog B isoform X2	lin7b	Lin7b
XP_015824734.1	protein arginine N-methyltransferase 1 isoform X1	prmt1	Prmt1
XP_015824734.1	protein arginine N-methyltransferase 1 isoform X1	prmt1	Prmt3
XP_015824736.1	protein phosphatase 1 regulatory subunit 35-like	LOC107391807	Ppp1r35
XP_015824737.1	AP-2 complex subunit alpha-1 isoform X1	ap2a1	Ap2a1
XP_015824737.1	AP-2 complex subunit alpha-1 isoform X1	ap2a1	Ap2a2
XP_015824738.1	AP-2 complex subunit alpha-1 isoform X2	ap2a1	Ap2a2
XP_015824738.1	AP-2 complex subunit alpha-1 isoform X2	ap2a1	Ap2a1
XP_015824739.1	histone H2B 1/2-like	LOC107391806	H2bc13
XP_015824739.1	histone H2B 1/2-like	LOC107391806	H2bc6
XP_015824739.1	histone H2B 1/2-like	LOC107391806	H2bc8
XP_015824739.1	histone H2B 1/2-like	LOC107391806	H2bc24
XP_015824739.1	histone H2B 1/2-like	LOC107391806	H2bc22
XP_015824739.1	histone H2B 1/2-like	LOC107391806	H2bc21
XP_015824739.1	histone H2B 1/2-like	LOC107391806	H2bu1-ps
XP_015824739.1	histone H2B 1/2-like	LOC107391806	H2bc4
XP_015824739.1	histone H2B 1/2-like	LOC107391806	H2bc14
XP_015824739.1	histone H2B 1/2-like	LOC107391806	H2bw2
XP_015824739.1	histone H2B 1/2-like	LOC107391806	H2bc11
XP_015824739.1	histone H2B 1/2-like	LOC107391806	H2bc18
XP_015824739.1	histone H2B 1/2-like	LOC107391806	H2bc12
XP_015824739.1	histone H2B 1/2-like	LOC107391806	H2bc15
XP_015824739.1	histone H2B 1/2-like	LOC107391806	H2bc9
XP_015824739.1	histone H2B 1/2-like	LOC107391806	H2bl1
XP_015824739.1	histone H2B 1/2-like	LOC107391806	H2bc23
XP_015824739.1	histone H2B 1/2-like	LOC107391806	H2bc7
XP_015824739.1	histone H2B 1/2-like	LOC107391806	H2bc3
XP_015824739.1	histone H2B 1/2-like	LOC107391806	H2bu2
XP_015824741.1	ras-related protein R-Ras	rras	Rras
XP_015824743.1	transmembrane gamma-carboxyglutamic acid protein 2	prrg2	Prrg2
XP_015824746.1	cytochrome b561	LOC107391814	Cyb561
XP_015824747.1	histone deacetylase 5 isoform X1	hdac5	Hdac5
XP_015824751.1	histone deacetylase 5 isoform X3	hdac5	Hdac9
XP_015824751.1	histone deacetylase 5 isoform X3	hdac5	Hdac5
XP_015824754.1	peroxisome assembly protein 12	pex12	Pex12
XP_015824755.1	homeobox protein Hox-B2	hoxb2	Hoxb2
XP_015824757.1	homeobox protein Hox-B3a	LOC107391819	Hoxb3
XP_015824759.1	homeobox protein Hox-B8a isoform X1	LOC107391821	Hoxd8
XP_015824759.1	homeobox protein Hox-B8a isoform X1	LOC107391821	Hoxb8
XP_015824760.1	homeobox protein Hox-B8a isoform X2	LOC107391821	Hoxb8
XP_015824761.1	primary amine oxidase, liver isozyme-like	LOC107391824	Aoc3
XP_015824761.1	primary amine oxidase, liver isozyme-like	LOC107391824	Aoc2
XP_015824767.1	COP9 signalosome complex subunit 1	gps1	Gps1
XP_015824771.1	H/ACA ribonucleoprotein complex subunit 4 isoform X1	dkc1	Dkc1
XP_015824772.1	H/ACA ribonucleoprotein complex subunit 4 isoform X2	dkc1	Dkc1
XP_015824773.1	zinc finger protein 839	znf839	Zfp839
XP_015824774.1	cyclin-dependent kinase 2-interacting protein isoform X1	cinp	Cinp
XP_015824776.1	cyclin-dependent kinase 2-interacting protein isoform X2	cinp	Cinp
XP_015824777.1	tectonin beta-propeller repeat-containing protein 2	tecpr2	Tecpr2
XP_015824778.1	TNF receptor-associated factor 3	traf3	Traf3
XP_015824778.1	TNF receptor-associated factor 3	traf3	Traf5
XP_015824782.1	mirror-image polydactyly gene 1 protein isoform X2	mipol1	Mipol1
XP_015824783.1	hepatocyte nuclear factor 3-alpha	foxa1	Foxa3
XP_015824786.1	protein transport protein Sec23A	sec23a	Sec23a
XP_015824787.1	signal recognition particle 54 kDa protein	srp54	Srp54b
XP_015824787.1	signal recognition particle 54 kDa protein	srp54	Srp54a
XP_015824787.1	signal recognition particle 54 kDa protein	srp54	Srp54c
XP_015824789.1	leucine-rich repeat-containing protein 57	lrrc57	Lrrc57
XP_015824790.1	centrosome and spindle pole-associated protein 1-like isoform X3	LOC107391650	Cspp1
XP_015824793.1	HAUS augmin-like complex subunit 2 isoform X2	haus2	Haus2
XP_015824795.1	MAX gene-associated protein	mga	Mga
XP_015824797.1	tyrosine-protein kinase receptor TYRO3 isoform X2	tyro3	Tyro3
XP_015824800.1	mitogen-activated protein kinase-binding protein 1 isoform X2	mapkbp1	Wdr62
XP_015824801.1	mitogen-activated protein kinase-binding protein 1 isoform X3	mapkbp1	Wdr62
XP_015824802.1	mitogen-activated protein kinase-binding protein 1 isoform X4	mapkbp1	Mapkbp1
XP_015824804.1	papilin-like	LOC107391851	Papln
XP_015824808.1	presenilin-1-like	LOC107391854	Psen1
XP_015824809.1	enhancer of rudimentary homolog	erh	Gm10131
XP_015824809.1	enhancer of rudimentary homolog	erh	Erh
XP_015824814.1	protein numb homolog isoform X1	numb	Numb
XP_015824815.1	protein numb homolog isoform X2	numb	Numb
XP_015824816.1	protein numb homolog isoform X3	numb	Numb
XP_015824816.1	protein numb homolog isoform X3	numb	Numbl
XP_015824818.1	exonuclease 3'-5' domain-containing protein 2 isoform X1	exd2	Exd2
XP_015824819.1	exonuclease 3'-5' domain-containing protein 2 isoform X2	exd2	Exd2
XP_015824820.1	polypeptide N-acetylgalactosaminyltransferase 16	galnt16	Galnt16
XP_015824822.1	vam6/Vps39-like protein isoform X1	vps39	Vps39
XP_015824825.1	transmembrane protein 87A isoform X1	tmem87a	Tmem87a
XP_015824826.1	transmembrane protein 87A isoform X2	tmem87a	Tmem87a
XP_015824829.1	zinc finger protein 106 isoform X2	znf106	Zfp106
XP_015824831.1	calpain-3 isoform X2	capn3	Capn3
XP_015824831.1	calpain-3 isoform X2	capn3	Capn13
XP_015824832.1	transmembrane protein 206	tmem206	Pacc1
XP_015824834.1	neudesin	nenf	Nenf
XP_015824836.1	mitochondrial amidoxime-reducing component 1-like	LOC107391871	Mtarc1
XP_015824836.1	mitochondrial amidoxime-reducing component 1-like	LOC107391871	Mtarc2
XP_015824837.1	HHIP-like protein 2	hhipl2	Hhipl2
XP_015824838.1	probable carboxypeptidase X1	LOC107391873	Cpxm1
XP_015824839.1	DDB1- and CUL4-associated factor 10	dcaf10	Dcaf10
XP_015824840.1	beta-mannosidase	manba	Manba
XP_015824844.1	ubiquitin-conjugating enzyme E2 D3	ube2d3	Ube2d3
XP_015824844.1	ubiquitin-conjugating enzyme E2 D3	ube2d3	Ube2dnl1
XP_015824844.1	ubiquitin-conjugating enzyme E2 D3	ube2d3	Ube2dnl2
XP_015824846.1	platelet binding protein GspB-like isoform X2	LOC107391878	Alms1
XP_015824847.1	platelet binding protein GspB-like isoform X3	LOC107391878	Alms1
XP_015824849.1	dynactin subunit 1-like isoform X2	LOC107391879	Dctn1
XP_015824851.1	dynactin subunit 1-like isoform X4	LOC107391879	Dctn1
XP_015824855.1	dynactin subunit 1-like isoform X8	LOC107391879	Dctn1
XP_015824856.1	zinc transporter ZIP8 isoform X1	slc39a8	Slc39a8
XP_015824860.1	probable N-acetyltransferase CML1	LOC107391882	Nat8f3
XP_015824860.1	probable N-acetyltransferase CML1	LOC107391882	Nat8f1
XP_015824860.1	probable N-acetyltransferase CML1	LOC107391882	Nat8f4
XP_015824860.1	probable N-acetyltransferase CML1	LOC107391882	Nat8f2
XP_015824860.1	probable N-acetyltransferase CML1	LOC107391882	Nat8f7
XP_015824860.1	probable N-acetyltransferase CML1	LOC107391882	Nat8f5
XP_015824860.1	probable N-acetyltransferase CML1	LOC107391882	Nat8f6
XP_015824860.1	probable N-acetyltransferase CML1	LOC107391882	Nat8
XP_015824863.1	nanos homolog 1-like	LOC107391885	Nanos1
XP_015824865.1	lysyl oxidase homolog 3 isoform X1	loxl3	Loxl3
XP_015824866.1	lysyl oxidase homolog 3 isoform X2	loxl3	Loxl3
XP_015824870.1	pantothenate kinase 3-like isoform X1	LOC107391889	Pank1
XP_015824870.1	pantothenate kinase 3-like isoform X1	LOC107391889	Pank2
XP_015824870.1	pantothenate kinase 3-like isoform X1	LOC107391889	Pank3
XP_015824871.1	pantothenate kinase 3-like isoform X2	LOC107391889	Pank2
XP_015824872.1	mitochondrial antiviral-signaling protein-like isoform X1	LOC107391890	Mavs
XP_015824878.1	cell division cycle-associated protein 4	cdca4	Cdca4
XP_015824879.1	activator of 90 kDa heat shock protein ATPase homolog 1-like	LOC107391895	Ahsa2
XP_015824879.1	activator of 90 kDa heat shock protein ATPase homolog 1-like	LOC107391895	Ahsa1
XP_015824885.1	la-related protein 1B-like isoform X6	LOC107391896	Larp1b
XP_015824888.1	membrane-associated progesterone receptor component 2	pgrmc2	Pgrmc2
XP_015824890.1	histone-lysine N-methyltransferase NSD2-like	LOC107391900	Nsd2
XP_015824891.1	protein Jade-1 isoform X1	jade1	Jade1
XP_015824892.1	protein Jade-1 isoform X2	jade1	Jade1
XP_015824894.1	LETM1 and EF-hand domain-containing protein 1, mitochondrial isoform X2	letm1	Letm2
XP_015824894.1	LETM1 and EF-hand domain-containing protein 1, mitochondrial isoform X2	letm1	Letm1
XP_015824895.1	beclin 1-associated autophagy-related key regulator isoform X1	atg14	Atg14
XP_015824896.1	beclin 1-associated autophagy-related key regulator isoform X2	atg14	Atg14
XP_015824898.1	complement C3	c3	C3
XP_015824899.1	MAM domain-containing glycosylphosphatidylinositol anchor protein 2-like	LOC107391906	Mdga2
XP_015824900.1	protein Hikeshi	csgr16h11orf73	Hikeshi
XP_015824901.1	E3 ubiquitin-protein ligase HECTD1 isoform X1	hectd1	Hectd1
XP_015824903.1	AP-4 complex subunit sigma-1 isoform X1	ap4s1	Ap4s1
XP_015824905.1	striatin-3 isoform X1	strn3	Strn3
XP_015824907.1	cochlin	coch	Coch
XP_015824908.1	sec1 family domain-containing protein 1	scfd1	Scfd1
XP_015824909.1	G2/M phase-specific E3 ubiquitin-protein ligase	g2e3	G2e3
XP_015824909.1	G2/M phase-specific E3 ubiquitin-protein ligase	g2e3	Phf7
XP_015824910.1	sorting nexin-25	snx25	Snx25
XP_015824912.1	EH domain-containing protein 4-like	LOC107391916	Ehd4
XP_015824914.1	uncharacterized protein LOC107391917 isoform X1	LOC107391917	2700097O09Rik
XP_015824916.1	bromodomain adjacent to zinc finger domain protein 1A	baz1a	Baz1a
XP_015824919.1	sorting nexin-6 isoform X3	snx6	Snx6
XP_015824919.1	sorting nexin-6 isoform X3	snx6	Snx32
XP_015824920.1	proteasome subunit alpha type-3	psma3	Psma3
XP_015824921.1	cofilin-2	cfl2	Cfl2
XP_015824921.1	cofilin-2	cfl2	Cfl1
XP_015824921.1	cofilin-2	cfl2	Dstn
XP_015824924.1	AT-rich interactive domain-containing protein 4A	arid4a	Arid4a
XP_015824925.1	mitochondrial import inner membrane translocase subunit Tim9	timm9	Timm9
XP_015824927.1	protein TALPID3 isoform X2	kiaa0586	2700049A03Rik
XP_015824929.1	trafficking kinesin-binding protein 1-like	LOC107391928	Hap1
XP_015824932.1	SPARC-related modular calcium-binding protein 1	smoc1	Smoc1
XP_015824933.1	coiled-coil domain-containing protein 177-like	LOC107391934	Ccdc177
XP_015824934.1	pleckstrin homology domain-containing family D member 1	plekhd1	Plekhd1
XP_015824935.1	RNA-binding protein 25-like	LOC107391936	Rbm25
XP_015824936.1	arginase-2, mitochondrial	arg2	Arg2
XP_015824936.1	arginase-2, mitochondrial	arg2	Arg1
XP_015824937.1	zinc transporter ZIP9	slc39a9	Slc39a9
XP_015824938.1	vesicle transport through interaction with t-SNAREs homolog 1B	vti1b	Vti1b
XP_015824939.1	retinol dehydrogenase 12-like isoform X1	LOC107391941	Rdh12
XP_015824939.1	retinol dehydrogenase 12-like isoform X1	LOC107391941	Rdh11
XP_015824941.1	transmembrane channel-like protein 7	tmc7	Tmc8
XP_015824941.1	transmembrane channel-like protein 7	tmc7	Tmc7
XP_015824942.1	zinc finger FYVE domain-containing protein 26 isoform X1	zfyve26	Zfyve26
XP_015824945.1	pleckstrin-2	plek2	Plek2
XP_015824946.1	tandem C2 domains nuclear protein	tc2n	Tc2n
XP_015824947.1	glycogen phosphorylase, liver form	pygl	Pygl
XP_015824948.1	protein ABHD12B	abhd12b	Abhd12b
XP_015824949.1	E3 ubiquitin-protein ligase TRIM9	trim9	Trim9
XP_015824949.1	E3 ubiquitin-protein ligase TRIM9	trim9	Trim46
XP_015824950.1	thioredoxin-related transmembrane protein 1	tmx1	Tmx4
XP_015824950.1	thioredoxin-related transmembrane protein 1	tmx1	Tmx1
XP_015824951.1	FERM domain-containing protein 6	frmd6	Frmd6
XP_015824953.1	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	gng2	Gng2
XP_015824955.1	dual specificity protein phosphatase 23	dusp23	Dusp23
XP_015824956.1	beta-taxilin-like	LOC107391956	Txlnb
XP_015824959.1	ensconsin-like isoform X1	LOC107391959	Map7
XP_015824963.1	plasma alpha-L-fucosidase	fuca2	Fuca2
XP_015824963.1	plasma alpha-L-fucosidase	fuca2	Fuca1
XP_015824966.1	putative deoxyribonuclease TATDN3 isoform X3	tatdn3	Tatdn3
XP_015824967.1	putative deoxyribonuclease TATDN3 isoform X4	tatdn3	Tatdn3
XP_015824969.1	jouberin isoform X2	ahi1	Ahi1
XP_015824970.1	jouberin isoform X3	ahi1	Ahi1
XP_015824971.1	MFS-type transporter SLC18B1	slc18b1	Slc18b1
XP_015824978.1	nesprin-1 isoform X2	syne1	Syne2
XP_015824984.1	nesprin-1 isoform X8	syne1	Syne2
XP_015824984.1	nesprin-1 isoform X8	syne1	Syne1
XP_015824985.1	nesprin-1 isoform X9	syne1	Syne1
XP_015824986.1	A-kinase anchor protein 12-like isoform X1	LOC107391969	Akap12
XP_015824988.1	required for meiotic nuclear division protein 1 homolog	rmnd1	Rmnd1
XP_015824989.1	prokineticin receptor 1	prokr1	Prokr1
XP_015824990.1	coiled-coil domain-containing protein 170-like	LOC107391971	Ccdc170
XP_015824992.1	F-box only protein 30-like isoform X2	LOC107391972	Fbxo30
XP_015824993.1	syntaxin-11	stx11	Stx11
XP_015824994.1	E3 ubiquitin-protein ligase SHPRH isoform X1	shprh	Shprh
XP_015824996.1	E3 ubiquitin-protein ligase SHPRH isoform X3	shprh	Shprh
XP_015824999.1	metabotropic glutamate receptor 1-like isoform X2	LOC107391977	Grm1
XP_015825010.1	zinc finger and BTB domain-containing protein 24	zbtb24	Zbtb24
XP_015825014.1	D-aspartate oxidase	ddo	Ddo
XP_015825015.1	MYCBP-associated protein	mycbpap	Mycbpap
XP_015825016.1	forkhead box protein O3-like	LOC107391983	Foxo6
XP_015825016.1	forkhead box protein O3-like	LOC107391983	Foxo3
XP_015825019.1	sex comb on midleg-like protein 4 isoform X3	scml4	Scml4
XP_015825020.1	sex comb on midleg-like protein 4 isoform X4	scml4	Scml4
XP_015825020.1	sex comb on midleg-like protein 4 isoform X4	scml4	Scml2
